4356,5009974
2822,2048366
1287,367378
4109,4477598
2574,1683442
1040,220946
3861,3921458
2327,1358378
792,115408
3614,3380130
2079,1047916
545,54614
4901,6434920
3366,2942348
1832,793604
297,17078
4653,5781294
3119,2501930
1584,576924
4406,5161078
2871,2129320
1337,396106
4158,4527760
2624,1762684
1089,251720
3911,3988678
2376,1421912
842,133390
3663,3488420
2129,1119616
594,64502
4950,6590914
3416,3032932
1881,835906
347,22418
4703,5878874
3168,2580842
1634,616620
100,3300
4455,5290618
2921,2187214
1386,429404
4208,4691124
2673,1824472
1139,277586
3960,4105278
2426,1482264
891,151398
3713,3578088
2178,1175812
644,75980
5000,6684756
3465,3114952
1931,894332
396,29070
4752,6057822
3218,2673172
1683,658564
149,5678
4505,5387662
2970,2276794
1436,465888
4257,4783804
2723,1895654
1188,306018
4010,4273318
2475,1551212
941,174666
3762,3690808
2228,1239022
693,88278
3515,3191408
1980,940124
446,36928
4802,6173940
3267,2774714
1733,698016
198,8740
4554,5505322
3020,2362966
1485,503984
4307,4961120
2772,1981628
1238,335324
4059,4308338
2525,1617728
990,199888
3812,3762680
2277,1292978
743,100700
3564,3279724
2030,988604
495,45512
4851,6329310
3317,2871960
1782,743094
248,12548
4604,5669452
3069,2434366
1535,536576
