6400,37188
4100,22968
1800,9278
8200,48214
5900,34198
3600,19768
10000,60122
1300,6704
7700,46136
5400,31436
3100,16818
9500,56670
800,4060
7200,42886
4900,27882
2600,13714
9000,54014
300,1464
6700,39420
4400,24688
2100,11062
8500,50896
6200,36216
3900,21604
1600,8126
8000,47560
5700,33292
3400,18598
9800,58130
1100,5606
7500,44208
5200,29920
2900,15598
9300,55306
600,3050
7000,41682
4700,26604
2400,12720
8800,52202
100,432
6500,37764
4200,23632
1900,9834
8300,49050
6000,34870
3700,20542
1400,7088
7800,47334
5500,31912
3200,17518
9600,57334
900,4608
7300,43064
5000,28590
2700,14394
9100,53720
400,1992
6800,39938
4500,25162
2200,11600
8600,51132
6300,36774
4000,22188
1700,8624
8100,47786
5800,33940
3500,19274
9900,58766
1200,6146
7600,45064
5300,30790
3000,16118
9400,57920
700,3516
7100,41866
4800,27384
2500,13362
8900,52848
200,926
6600,39828
4300,24408
2000,10524
8400,51320
6100,35538
3800,20988
1500,7584
7900,47414
5600,32486
3300,18150
9700,57276
1000,5082
7400,43514
5100,28988
2800,14974
9200,54608
500,2510
6900,40264
4600,26030
2300,12088
8700,52146
