6400,33354
4100,21802
1800,9272
8200,42878
5900,31802
3600,18200
10000,53914
1300,6690
7700,39972
5400,28118
3100,15786
9500,49746
800,4088
7200,38130
4900,25448
2600,13200
9000,48074
300,1582
6700,34228
4400,22616
2100,10700
8500,43680
6200,32394
3900,19856
1600,8172
8000,41376
5700,29172
3400,17456
9800,50252
1100,5602
7500,40410
5200,27138
2900,14774
9300,48312
600,3162
7000,36000
4700,24022
2400,12228
8800,44760
100,526
6500,33360
4200,21532
1900,9794
8300,43076
6000,30814
3700,18850
1400,7132
7800,40244
5500,28092
3200,16342
9600,51192
900,4628
7300,37126
5000,26962
2700,13806
9100,46958
400,2096
6800,34808
4500,22954
2200,11472
8600,43516
6300,31996
4000,21466
1700,8600
8100,41910
5800,29986
3500,17824
9900,50878
1200,6124
7600,40260
5300,26942
3000,15262
9400,48450
700,3768
7100,37710
4800,24532
2500,12754
8900,46488
200,1068
6600,33604
4300,22062
2000,10208
8400,43524
6100,31098
3800,19484
1500,7624
7900,40736
5600,28772
3300,16802
9700,50948
1000,5198
7400,38498
5100,27508
2800,14414
9200,49562
500,2618
6900,35374
4600,23674
2300,11668
8700,44426
