4356,4218056
2822,1691042
1287,297656
4109,3674268
2574,1357184
1040,166848
3861,3208964
2327,1117784
792,89962
3614,2838046
2079,837206
545,41582
4901,5315680
3366,2480116
1832,641402
297,13984
4653,4845512
3119,2076020
1584,458456
4406,4230984
2871,1735640
1337,313080
4158,3824920
2624,1426986
1089,195804
3911,3400946
2376,1160612
842,101462
3663,2941702
2129,908486
594,49374
4950,5413374
3416,2578274
1881,669566
347,18098
4703,4979030
3168,2161402
1634,486002
100,3102
4455,4404112
2921,1806658
1386,332042
4208,3876436
2673,1512744
1139,211374
3960,3428402
2426,1237348
891,116844
3713,2999782
2178,962104
644,57700
5000,5512636
3465,2637132
1931,711768
396,22914
4752,5055248
3218,2267594
1683,542378
149,5116
4505,4463554
2970,1867590
1436,360190
4257,4001730
2723,1558358
1188,232282
4010,3521814
2475,1288980
941,131572
3762,3072492
2228,1000210
693,67570
3515,2654984
1980,785538
446,28452
4802,5155874
3267,2348998
1733,562478
198,7516
4554,4614804
3020,1967438
1485,403862
4307,4086066
2772,1646156
1238,253486
4059,3616980
2525,1311036
990,152510
3812,3196952
2277,1039816
743,77522
3564,2728146
2030,841522
495,35024
4851,5256642
3317,2404820
1782,597348
248,10484
4604,4719228
3069,2039858
1535,424232
