12288,74
75522,90
42885,90
10248,72
73482,82
40845,90
8209,70
71442,102
38806,98
6169,76
69403,92
36766,92
4129,68
100000,90
67363,94
34726,96
2089,66
97960,96
65323,104
32686,90
95920,110
50,40
63283,98
30646,92
93880,96
61243,106
28607,104
91840,98
59204,86
26567,100
89801,98
57164,98
24527,96
87761,94
55124,100
22487,94
85721,98
53084,94
20447,98
83681,94
51044,86
18408,88
81641,104
49005,100
16368,82
79602,100
46965,92
14328,90
77562,102
44925,106
