6400,32636
4100,20892
1800,9244
8200,41830
5900,30388
3600,18464
10000,51844
1300,6630
7700,39678
5400,27544
3100,15764
9500,48552
800,4206
7200,37088
4900,25022
2600,13184
9000,46382
300,1588
6700,33988
4400,22346
2100,10608
8500,43096
6200,31918
3900,19738
1600,8240
8000,40508
5700,29232
3400,17224
9800,49722
1100,5700
7500,38298
5200,26872
2900,14782
9300,47380
600,3130
7000,35682
4700,23670
2400,12162
8800,44778
100,520
6500,33120
4200,21232
1900,9702
8300,42502
6000,30600
3700,18778
1400,7354
7800,39996
5500,27898
3200,16214
9600,49972
900,4654
7300,37278
5000,25590
2700,13768
9100,46568
400,2188
6800,34690
4500,23036
2200,11224
8600,43764
6300,32046
4000,20230
1700,8690
8100,41188
5800,29518
3500,17814
9900,50346
1200,6174
7600,38628
5300,27174
3000,15274
9400,49258
700,3668
7100,36724
4800,24906
2500,12730
8900,46136
200,1076
6600,33698
4300,21842
2000,10246
8400,42498
6100,31188
3800,19168
1500,7662
7900,40290
5600,28876
3300,16690
9700,49598
1000,5202
7400,37570
5100,26048
2800,14238
9200,46668
500,2574
6900,35074
4600,23318
2300,11666
8700,44114
